,gen_1_dispatched,gen_2_dispatched,gen_3_dispatched,gen_4_dispatched,gen_5_dispatched,gen_6_dispatched,gen_7_dispatched,gen_8_dispatched,gen_9_dispatched,gen_10_dispatched,Reserve Size,Disturbance Size,ROCOF,Settling Frequency,Nadir
980,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,822.0,250.0,30.0,650.0,0.151994972594,49.2590076602,48.3055587611
981,1000.0,0.0,645.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,600.0,250.0,0.0571900836175,49.545983653,49.545983653
982,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,230.0,620.0,230.0,0.0517908720388,49.5950201402,49.5950201402
983,1000.0,0.0,650.0,632.0,254.0,650.0,576.0,540.0,830.0,250.0,55.0,540.0,0.144888584953,49.3120518485,48.5071503604
984,1000.0,0.0,650.0,632.0,254.0,650.0,556.0,540.0,830.0,250.0,600.0,250.0,0.0571963544773,49.5427058985,49.5427058985
985,1000.0,0.0,650.0,632.0,254.0,650.0,588.0,540.0,830.0,250.0,20.0,830.0,0.218211491065,48.9045796163,47.3522843114
986,800.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.17381630644,49.1154512598,47.4361935051
987,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,510.0,830.0,250.0,30.0,650.0,0.164596846695,49.2417365304,48.2549319621
988,1000.0,0.0,650.0,632.0,237.0,650.0,560.0,540.0,830.0,250.0,18.0,237.0,0.106522192749,49.5112579541,49.1171859099
989,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,260.0,35.0,560.0,0.147630066542,49.2979537106,48.5449179355
990,1000.0,0.0,650.0,632.0,254.0,650.0,548.0,540.0,830.0,250.0,30.0,650.0,0.164483141971,49.2493821567,48.2783325487
991,1280.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.150896443172,49.2979895201,48.5340315117
992,980.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,600.0,250.0,0.0571902036549,49.54461215,49.54461215
993,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,573.0,830.0,250.0,35.0,560.0,0.147758941211,49.2875587526,48.4210743197
994,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,350.0,55.0,540.0,0.145781492635,49.3346188709,48.556756685
995,1180.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,1.0,254.0,0.116503930084,49.4617740102,49.0189356694
996,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,245.0,605.0,245.0,0.0558335999061,49.5598972311,49.5598972311
997,1000.0,0.0,650.0,550.0,254.0,650.0,560.0,540.0,830.0,250.0,7500.0,1000.0,0.434086413444,48.8485644452,46.5523646519
998,1000.0,0.0,650.0,632.0,254.0,650.0,588.0,540.0,830.0,250.0,55.0,540.0,0.145872058654,49.2938862422,48.4550444582
999,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.164539526892,49.2295808744,48.2693191718
1000,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,425.0,425.0,425.0,0.104690165613,48.1799098028,48.1799098028
1001,1000.0,0.0,650.0,632.0,254.0,660.0,560.0,540.0,830.0,250.0,7500.0,1000.0,0.41536165389,48.9297176307,46.6003972736
1002,800.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,1.0,254.0,0.141683125204,49.2642199661,48.0462772868
1003,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,483.0,830.0,250.0,48.0,632.0,0.165311961759,49.1619609612,48.1251591724
1004,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,564.0,830.0,250.0,20.0,830.0,0.216308106937,48.9209432782,47.3652077269
1005,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,780.0,250.0,7500.0,1000.0,0.412509231606,48.9607037368,46.6126288734
1006,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,492.0,830.0,250.0,103.0,492.0,0.131328710801,49.4379158577,48.568052782
1007,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,764.0,250.0,7500.0,1000.0,0.414364173375,48.9945292731,46.6087697243
1008,1000.0,0.0,650.0,632.0,254.0,668.0,560.0,540.0,830.0,250.0,20.0,830.0,0.217466298101,48.9382473668,47.3639641149
1009,1000.0,0.0,650.0,632.0,254.0,650.0,580.0,540.0,830.0,250.0,55.0,540.0,0.145094578695,49.3060100293,48.4898349865
1010,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,754.0,250.0,7500.0,1000.0,0.419526589808,48.9708453843,46.603809085
1011,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,498.0,830.0,250.0,97.0,498.0,0.133000090042,49.4348775379,48.5689755153
1012,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,492.0,830.0,250.0,1.0,254.0,0.115830448912,49.4704627827,48.9313212966
1013,1000.0,0.0,650.0,550.0,254.0,650.0,560.0,540.0,830.0,250.0,600.0,250.0,0.0596050063666,49.3657824014,49.3657824014
1014,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,786.0,250.0,35.0,560.0,0.146016768127,49.3553682089,48.5447975969
1015,1000.0,0.0,650.0,570.0,254.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.145441649258,49.2897638589,48.471151901
1016,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,320.0,30.0,650.0,0.150572748279,49.2327351927,48.3638147386
1017,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,812.0,250.0,30.0,650.0,0.163264809788,49.2740597759,48.2831425945
1018,1000.0,0.0,650.0,632.0,254.0,650.0,524.0,540.0,830.0,250.0,7500.0,1000.0,0.418401755171,48.9605008052,46.6028635328
1019,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,510.0,830.0,250.0,1.0,254.0,0.115811426475,49.4657058305,48.9996913342
1020,1000.0,0.0,650.0,632.0,254.0,650.0,500.0,540.0,830.0,250.0,30.0,650.0,0.154314814278,49.1996825484,48.2691433395
1021,1000.0,0.0,650.0,632.0,241.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.213671342901,49.0854676576,47.3753277821
1022,1160.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,1.0,254.0,0.116334605059,49.4618669143,49.0194817071
1023,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,766.0,250.0,84.0,766.0,0.19954250873,49.0841149636,47.3672682686
1024,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,567.0,830.0,250.0,7500.0,1000.0,0.415517134672,48.8954018082,46.6028265774
1025,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,796.0,250.0,48.0,632.0,0.162835272982,49.3069125707,48.2172702932
1026,1000.0,0.0,650.0,632.0,254.0,608.0,560.0,540.0,830.0,250.0,72.0,608.0,0.152609359013,49.3189380696,48.2803097313
1027,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,510.0,830.0,250.0,35.0,560.0,0.147580917075,49.3090164675,48.4966887831
1028,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,750.0,250.0,7500.0,1000.0,0.421109097678,48.9615900767,46.6017203461
1029,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,760.0,250.0,55.0,540.0,0.145538039647,49.3384807258,48.5676862088
1030,1000.0,0.0,650.0,632.0,254.0,650.0,512.0,540.0,830.0,250.0,30.0,650.0,0.164538014956,49.2145270244,48.2684279763
1031,1000.0,0.0,650.0,632.0,254.0,650.0,524.0,540.0,830.0,250.0,600.0,250.0,0.0573001858108,49.5432998948,49.5432998948
1032,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,552.0,830.0,250.0,7500.0,1000.0,0.414613606921,48.9252587013,46.6040525003
1033,920.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.158445747758,49.220624656,47.8732516867
1034,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,836.0,250.0,14.0,836.0,0.217820071004,48.980918008,47.3681641456
1035,860.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.160372524999,49.2414994331,47.7930383568
1036,1360.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.168447092365,49.2197832123,48.3283948906
1037,1000.0,0.0,650.0,632.0,254.0,650.0,564.0,540.0,830.0,250.0,20.0,830.0,0.216193979309,48.987643095,47.368145148
1038,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.147594402652,49.30054805,48.5176144612
1039,1000.0,0.0,635.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,48.0,632.0,0.16449815705,49.2515961039,48.2107572442
1040,1000.0,0.0,650.0,632.0,239.0,650.0,560.0,540.0,830.0,250.0,7500.0,1000.0,0.412691246545,48.9525988208,46.6063474991
1041,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,818.0,250.0,30.0,650.0,0.151818145272,49.2686776921,48.3084805832
1042,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,816.0,250.0,30.0,650.0,0.163496377918,49.2638368473,48.2808573229
1043,1000.0,0.0,650.0,632.0,254.0,640.0,560.0,540.0,830.0,250.0,55.0,540.0,0.144691906872,49.3588059411,48.5605623746
1044,1000.0,0.0,650.0,632.0,254.0,668.0,560.0,540.0,830.0,250.0,7500.0,1000.0,0.416542878247,48.9121106341,46.5977157396
1045,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,570.0,830.0,250.0,35.0,560.0,0.147668002756,49.2919978145,48.4330563401
1046,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,820.0,250.0,30.0,650.0,0.151903654382,49.2638402411,48.3070822904
1047,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,552.0,830.0,250.0,1.0,254.0,0.115818693785,49.4662400042,48.992864732
1048,1000.0,0.0,650.0,632.0,254.0,650.0,516.0,540.0,830.0,250.0,48.0,632.0,0.164525513762,49.2038605754,48.1987752403
1049,1000.0,0.0,650.0,632.0,241.0,650.0,560.0,540.0,830.0,250.0,7500.0,1000.0,0.412550519898,48.9564966073,46.6066823936
1050,1000.0,0.0,650.0,632.0,252.0,650.0,560.0,540.0,830.0,250.0,600.0,250.0,0.0568594013651,49.5575183501,49.5575183501
1051,1000.0,0.0,650.0,632.0,238.0,650.0,560.0,540.0,830.0,250.0,7500.0,1000.0,0.412815719102,48.9513754312,46.6060795692
1052,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,507.0,830.0,250.0,600.0,250.0,0.0573651901042,49.5429033257,49.5429033257
1053,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,567.0,830.0,250.0,35.0,560.0,0.147650638607,49.2961715295,48.4449737824
1054,1000.0,0.0,650.0,632.0,254.0,648.0,560.0,540.0,830.0,250.0,20.0,830.0,0.216011992596,49.0107326837,47.370166523
1055,1000.0,0.0,650.0,632.0,254.0,650.0,572.0,540.0,830.0,250.0,30.0,650.0,0.152236941883,49.2152705328,48.2836765757
1056,1340.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.145505128239,49.33259443,48.5437861014
1057,1160.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.165073369925,49.2178038787,48.3322023788
1058,1260.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,1.0,254.0,0.117397147675,49.4615836016,49.0176459838
1059,1000.0,0.0,655.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.164733445438,49.2178469733,48.2631568765
1060,1000.0,0.0,650.0,632.0,238.0,650.0,560.0,540.0,830.0,250.0,17.0,238.0,0.107065245817,49.5080198979,49.1160428597
1061,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,844.0,250.0,30.0,650.0,0.154215166411,49.2115764699,48.2787894001
1062,1000.0,0.0,650.0,550.0,254.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.148628772375,49.2506923668,48.3866044669
1063,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,828.0,250.0,7500.0,1000.0,0.414124053038,48.9571693511,46.6029712474
1064,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,766.0,250.0,48.0,632.0,0.163782005347,49.2366029464,48.2139090041
1065,1000.0,0.0,650.0,632.0,254.0,644.0,560.0,540.0,830.0,250.0,35.0,560.0,0.147541739259,49.3107206669,48.5241325474
1066,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,776.0,250.0,55.0,540.0,0.144122942138,49.3739451734,48.5778340114
1067,1000.0,0.0,650.0,632.0,254.0,616.0,560.0,540.0,830.0,250.0,30.0,650.0,0.153007519701,49.2806644936,48.3026633804
1068,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,522.0,830.0,250.0,1.0,254.0,0.115806074135,49.4631268627,49.030956682
1069,1000.0,0.0,650.0,632.0,233.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.145812671392,49.3516433592,48.5377608673
1070,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,760.0,250.0,30.0,650.0,0.164956523374,49.2382574932,48.281845036
1071,1000.0,0.0,650.0,632.0,240.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.162721535909,49.2992812379,48.2832276598
1072,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,513.0,830.0,250.0,7500.0,1000.0,0.4154709206,48.9299826432,46.5883708569
1073,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.147594402652,49.30054805,48.5176144612
1074,1000.0,0.0,650.0,632.0,254.0,650.0,520.0,540.0,830.0,250.0,30.0,650.0,0.164384265678,49.2317033469,48.275689721
1075,1080.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.149945379577,49.2308722929,48.3620451667
1076,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,772.0,250.0,48.0,632.0,0.163263365655,49.2523413102,48.2157638771
1077,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,842.0,250.0,30.0,650.0,0.153917533278,49.2154812592,48.2821552809
1078,1000.0,0.0,650.0,632.0,254.0,620.0,560.0,540.0,830.0,250.0,35.0,560.0,0.147357504604,49.327538939,48.5306305175
1079,1000.0,0.0,650.0,632.0,254.0,604.0,560.0,540.0,830.0,250.0,48.0,632.0,0.164421830985,49.2254951393,48.1971344555
1080,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,510.0,830.0,250.0,7500.0,1000.0,0.417437625209,48.9235768316,46.585732215
1081,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,543.0,830.0,250.0,600.0,250.0,0.0571636296458,49.5426465771,49.5426465771
1082,1360.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,600.0,250.0,0.0566235615769,49.522717905,49.522717905
1083,1000.0,0.0,650.0,632.0,254.0,650.0,580.0,540.0,830.0,250.0,1.0,254.0,0.116011701798,49.4396753137,48.9498119513
1084,1000.0,0.0,600.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,80.0,600.0,0.140173283671,49.325177968,48.3028056672
1085,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,820.0,250.0,30.0,820.0,0.213232903241,49.0398538676,47.371673698
1086,1000.0,0.0,650.0,632.0,254.0,650.0,572.0,540.0,830.0,250.0,23.0,572.0,0.151069993096,49.280588462,48.4943050082
1087,1000.0,0.0,650.0,632.0,242.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.14307482054,49.3920845888,48.572509201
1088,1000.0,0.0,650.0,632.0,254.0,636.0,560.0,540.0,830.0,250.0,48.0,632.0,0.164445470318,49.2468645321,48.205156897
1089,1000.0,0.0,650.0,632.0,254.0,650.0,564.0,540.0,830.0,250.0,48.0,632.0,0.164571505578,49.2020604225,48.1956718599
1090,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,492.0,830.0,250.0,600.0,250.0,0.0574387805332,49.5431516922,49.5431516922
1091,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,519.0,830.0,250.0,48.0,632.0,0.16456042537,49.2136143986,48.194646415
1092,1000.0,0.0,650.0,632.0,254.0,650.0,544.0,540.0,830.0,250.0,48.0,632.0,0.164532685756,49.2332577813,48.2076210423
1093,1060.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,1.0,254.0,0.115850366711,49.4625995717,49.0235540957
1094,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,768.0,250.0,55.0,540.0,0.144660778551,49.3555698387,48.5737210484
1095,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,395.0,48.0,632.0,0.165785235333,49.1981191781,48.27277381
1096,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.164539526892,49.2295808744,48.2693191718
1097,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.216099139598,49.0029737142,47.3698265276
1098,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,558.0,830.0,250.0,35.0,560.0,0.147626817797,49.3085950955,48.4804373672
1099,1000.0,0.0,650.0,632.0,254.0,650.0,504.0,540.0,830.0,250.0,600.0,250.0,0.0573557581506,49.5059256487,49.5059256487
1100,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,7500.0,1000.0,0.414596200653,48.952398202,46.6018148667
1101,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,534.0,830.0,250.0,30.0,650.0,0.164547292207,49.2278723231,48.2705412912
1102,1300.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.151292717493,49.2981216661,48.5339706016
1103,960.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.147648897077,49.3324535193,48.3254817243
1104,1000.0,0.0,650.0,632.0,254.0,656.0,560.0,540.0,830.0,250.0,35.0,560.0,0.14782975973,49.2910583642,48.50818741
1105,1000.0,0.0,650.0,632.0,242.0,650.0,560.0,540.0,830.0,250.0,13.0,242.0,0.109241551067,49.4957829555,49.1071055677
1106,1000.0,0.0,650.0,632.0,252.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.146996971802,49.3073421279,48.523074657
1107,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,576.0,830.0,250.0,20.0,830.0,0.216911613642,48.8852996304,47.3586183199
1108,1000.0,0.0,650.0,632.0,254.0,660.0,560.0,540.0,830.0,250.0,20.0,830.0,0.216635317057,48.9659039168,47.3672056756
1109,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,832.0,250.0,30.0,650.0,0.152584632586,49.2361924779,48.2959662923
1110,1000.0,0.0,650.0,540.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.160346636237,49.1326602193,48.1412242984
1111,1000.0,0.0,650.0,510.0,254.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.230382733585,48.7428757331,47.2670810538
1112,1000.0,0.0,650.0,640.0,254.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.144703292602,49.3357562607,48.5353062928
1113,1000.0,0.0,650.0,632.0,254.0,650.0,540.0,540.0,830.0,250.0,48.0,632.0,0.164528296434,49.2330891627,48.208188206
1114,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,822.0,250.0,600.0,250.0,0.0572098287952,49.5680146828,49.5680146828
1115,840.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,1.0,254.0,0.133847393891,49.3197133344,48.282231333
1116,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,808.0,250.0,35.0,560.0,0.146281955184,49.3420568371,48.5400987312
1117,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,365.0,35.0,560.0,0.148488254107,49.2981566858,48.5361813419
1118,1000.0,0.0,650.0,632.0,254.0,656.0,560.0,540.0,830.0,250.0,30.0,650.0,0.152477044764,49.2278395289,48.2928076268
1119,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,828.0,250.0,55.0,540.0,0.144578324858,49.3428522253,48.5530599789
1120,1000.0,0.0,650.0,632.0,230.0,650.0,560.0,540.0,830.0,250.0,600.0,250.0,0.056920167354,49.5943418224,49.5943418224
1121,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,778.0,250.0,55.0,540.0,0.144019837253,49.3787420556,48.5785775554
1122,1000.0,0.0,650.0,632.0,254.0,650.0,544.0,540.0,830.0,250.0,1.0,254.0,0.115785316675,49.4584484978,49.0767975146
1123,1000.0,0.0,665.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.165316845498,49.1960783243,48.2471018587
1124,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,758.0,250.0,30.0,650.0,0.165297507948,49.2334970849,48.2807378946
1125,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,507.0,830.0,250.0,20.0,830.0,0.215908705948,48.9572000335,47.3585105481
1126,1000.0,0.0,650.0,632.0,230.0,650.0,560.0,540.0,830.0,250.0,25.0,230.0,0.10273198288,49.5372495698,49.1198026441
1127,1000.0,0.0,650.0,632.0,254.0,650.0,540.0,540.0,830.0,250.0,600.0,250.0,0.0572508328464,49.5429708149,49.5429708149
1128,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,756.0,250.0,94.0,756.0,0.198301539431,49.0834941642,47.3646057086
1129,1000.0,0.0,650.0,632.0,254.0,600.0,560.0,540.0,830.0,250.0,48.0,632.0,0.164652399456,49.2157276698,48.194190417
1130,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,543.0,830.0,250.0,35.0,560.0,0.14759845039,49.3018936794,48.5146686838
1131,1020.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.216223184302,48.9607998825,47.46970443
1132,1000.0,0.0,650.0,632.0,238.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.145851567381,49.3604679778,48.5394892384
1133,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,774.0,250.0,48.0,632.0,0.163124005719,49.2577311932,48.2162877338
1134,1000.0,0.0,650.0,632.0,254.0,650.0,512.0,540.0,830.0,250.0,55.0,540.0,0.144627105852,49.3257890714,48.5349354965
1135,1000.0,0.0,650.0,632.0,254.0,650.0,588.0,540.0,830.0,250.0,30.0,650.0,0.153117663367,49.1859760733,48.2482970468
1136,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,758.0,250.0,48.0,632.0,0.164918496504,49.2165472144,48.2102841891
1137,1000.0,0.0,670.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,1.0,254.0,0.116458534715,49.434498198,48.9447999286
1138,1000.0,0.0,650.0,632.0,254.0,624.0,560.0,540.0,830.0,250.0,20.0,830.0,0.215793594756,49.0840362418,47.3700255773
1139,1000.0,0.0,650.0,632.0,254.0,650.0,548.0,540.0,830.0,250.0,48.0,632.0,0.164538194305,49.2343066335,48.206397203
1140,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,772.0,250.0,600.0,250.0,0.0573819594955,49.5724017827,49.5724017827
1141,1000.0,0.0,650.0,632.0,254.0,650.0,516.0,540.0,830.0,250.0,20.0,830.0,0.216579910102,48.9869940019,47.3713448855
1142,1000.0,0.0,660.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,1.0,254.0,0.115909741829,49.4487449564,48.986750244
1143,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,543.0,830.0,250.0,52.0,543.0,0.145537903336,49.3338348398,48.5450172657
1144,1000.0,0.0,650.0,632.0,254.0,608.0,560.0,540.0,830.0,250.0,55.0,540.0,0.144636885222,49.3552950349,48.556592034
1145,1000.0,0.0,650.0,632.0,254.0,650.0,580.0,540.0,830.0,250.0,7500.0,1000.0,0.416069826399,48.90608753,46.5913194519
1146,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,806.0,250.0,30.0,650.0,0.163087054481,49.2890144879,48.2857921126
1147,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,564.0,830.0,250.0,30.0,650.0,0.151864682295,49.2244583195,48.2697045739
1148,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,822.0,250.0,48.0,632.0,0.163900952588,49.231113585,48.206038668
1149,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,552.0,830.0,250.0,20.0,830.0,0.216152710398,48.9600637811,47.3688613648
1150,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,786.0,250.0,30.0,650.0,0.162921768282,49.3018743854,48.2889576694
1151,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,834.0,250.0,55.0,540.0,0.144986981811,49.3317798503,48.541903536
1152,1000.0,0.0,650.0,632.0,250.0,650.0,560.0,540.0,830.0,250.0,48.0,632.0,0.163324235366,49.2314091515,48.2056235751
1153,980.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.14761095773,49.3156532539,48.4295966361
1154,1000.0,0.0,650.0,632.0,254.0,650.0,516.0,540.0,830.0,250.0,7500.0,1000.0,0.420150836572,48.9415470251,46.5999923227
1155,1240.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.145227898028,49.333137317,48.548769717
1156,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,772.0,250.0,1.0,254.0,0.115065576683,49.4772568877,49.0950959531
1157,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,828.0,250.0,30.0,650.0,0.152293171157,49.2450558352,48.3002421604
1158,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,537.0,830.0,250.0,20.0,830.0,0.216084389778,49.0091256111,47.3696112711
1159,1000.0,0.0,650.0,632.0,254.0,650.0,552.0,540.0,830.0,250.0,55.0,540.0,0.144694493331,49.3413410767,48.559621729
1160,1000.0,0.0,650.0,632.0,254.0,608.0,560.0,540.0,830.0,250.0,600.0,250.0,0.0573207786527,49.5464765659,49.5464765659
1161,1180.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,7320.0,1180.0,0.518034536468,48.536068007,46.1180655164
1162,1000.0,0.0,650.0,632.0,237.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.143049188352,49.4009001466,48.5741843151
1163,1000.0,0.0,650.0,632.0,246.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.146048981891,49.32984288,48.5342147736
1164,1000.0,0.0,650.0,540.0,254.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.150492647066,49.2309432606,48.3441316069
1165,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,822.0,250.0,55.0,540.0,0.144251288507,49.3548519229,48.5617558268
1166,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,758.0,250.0,7500.0,1000.0,0.417945461166,48.98021164,46.605864669
1167,1000.0,0.0,650.0,632.0,254.0,650.0,552.0,540.0,830.0,250.0,1.0,254.0,0.115795384384,49.459865312,49.0547535196
1168,1000.0,0.0,650.0,570.0,254.0,650.0,560.0,540.0,830.0,250.0,600.0,250.0,0.0573986181151,49.4771293982,49.4771293982
1169,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,555.0,830.0,250.0,30.0,650.0,0.164528565759,49.2288728003,48.2573180179
